7-111-R.toTranscriptome.sort	7-7-R.toTranscriptome.sort
	ENSMUST00000115526
	ENSMUST00000103101
	ENSMUST00000001507
	ENSMUST00000102683
	ENSMUST00000068795
	ENSMUST00000031055
	ENSMUST00000110636
	ENSMUST00000030811
	ENSMUST00000128957
	ENSMUST00000072835
	ENSMUST00000159739
	ENSMUST00000055303
	ENSMUST00000024816
	ENSMUST00000090759
	ENSMUST00000029447
	ENSMUST00000029382
	ENSMUST00000025385
	ENSMUST00000089289
	ENSMUST00000101527
	ENSMUST00000119818
	ENSMUST00000004494
	ENSMUST00000000759
	ENSMUST00000054387
	ENSMUST00000113641
	ENSMUST00000095664
	ENSMUST00000004508
	ENSMUST00000207484
	ENSMUST00000021714
	ENSMUST00000161132
	ENSMUST00000097959
	ENSMUST00000027753
	ENSMUST00000058444
	ENSMUST00000113322
	ENSMUST00000137573
	ENSMUST00000032191
	ENSMUST00000038107
	ENSMUST00000039994
	ENSMUST00000022536
	ENSMUST00000029214
	ENSMUST00000020034
	ENSMUST00000027287
	ENSMUST00000033547
	ENSMUST00000118539
	ENSMUST00000167797
	ENSMUST00000015812
	ENSMUST00000025106
	ENSMUST00000046073
	ENSMUST00000179549
	ENSMUST00000059018
	ENSMUST00000040254
	ENSMUST00000209117
	ENSMUST00000050149
	ENSMUST00000166169
	ENSMUST00000072634
	ENSMUST00000019862
	ENSMUST00000025955
	ENSMUST00000020204
	ENSMUST00000057486
	ENSMUST00000096053
	ENSMUST00000040271
	ENSMUST00000079833
	ENSMUST00000022098
	ENSMUST00000071230
	ENSMUST00000031429
	ENSMUST00000039620
	ENSMUST00000031866
	ENSMUST00000105267
	ENSMUST00000115844
	ENSMUST00000110793
	ENSMUST00000016897
	ENSMUST00000022904
	ENSMUST00000041616
	ENSMUST00000136348
	ENSMUST00000034534
	ENSMUST00000020263
	ENSMUST00000198254
	ENSMUST00000031531
	ENSMUST00000021217
	ENSMUST00000025234
	ENSMUST00000079817
	ENSMUST00000023159
	ENSMUST00000112238
	ENSMUST00000004222
	ENSMUST00000001547
	ENSMUST00000029888
	ENSMUST00000024783
	ENSMUST00000048892
	ENSMUST00000112237
	ENSMUST00000000925
	ENSMUST00000036854
	ENSMUST00000030784
	ENSMUST00000030665
	ENSMUST00000021062
	ENSMUST00000034359
	ENSMUST00000038945
	ENSMUST00000052332
	ENSMUST00000035719
	ENSMUST00000024839
	ENSMUST00000169707
	ENSMUST00000115728
	ENSMUST00000025912
	ENSMUST00000067786
	ENSMUST00000048935
	ENSMUST00000073787
	ENSMUST00000017610
	ENSMUST00000025961
	ENSMUST00000166429
	ENSMUST00000109272
	ENSMUST00000122924
	ENSMUST00000001989
	ENSMUST00000023487
	ENSMUST00000022803
	ENSMUST00000030637
	ENSMUST00000042661
	ENSMUST00000047206
	ENSMUST00000059555
	ENSMUST00000113621
	ENSMUST00000098799
	ENSMUST00000028119
	ENSMUST00000088357
	ENSMUST00000099735
	ENSMUST00000108283
	ENSMUST00000042046
	ENSMUST00000035481
	ENSMUST00000030738
	ENSMUST00000114871
	ENSMUST00000108190
	ENSMUST00000041987
	ENSMUST00000029911
	ENSMUST00000112097
	ENSMUST00000022203
	ENSMUST00000029183
	ENSMUST00000070198
	ENSMUST00000029915
	ENSMUST00000195363
	ENSMUST00000053918
	ENSMUST00000062530
	ENSMUST00000161326
	ENSMUST00000059042
	ENSMUST00000110936
	ENSMUST00000005711
	ENSMUST00000097590
	ENSMUST00000058550
	ENSMUST00000033070
	ENSMUST00000023116
	ENSMUST00000023554
	ENSMUST00000020078
	ENSMUST00000192561
	ENSMUST00000021447
	ENSMUST00000109764
	ENSMUST00000022600
	ENSMUST00000099384
	ENSMUST00000027781
	ENSMUST00000031478
	ENSMUST00000102697
	ENSMUST00000136139
	ENSMUST00000159572
	ENSMUST00000033910
	ENSMUST00000008579
	ENSMUST00000160571
	ENSMUST00000144662
	ENSMUST00000030381
	ENSMUST00000043951
	ENSMUST00000169449
	ENSMUST00000022976
	ENSMUST00000110387
	ENSMUST00000001046
	ENSMUST00000040344
	ENSMUST00000090682
	ENSMUST00000102752
	ENSMUST00000041500
	ENSMUST00000020157
	ENSMUST00000032306
	ENSMUST00000013130
	ENSMUST00000071677
	ENSMUST00000028148
	ENSMUST00000015456
	ENSMUST00000113600
	ENSMUST00000010298
	ENSMUST00000198474
	ENSMUST00000044053
	ENSMUST00000041638
	ENSMUST00000071982
	ENSMUST00000134794
	ENSMUST00000003857
	ENSMUST00000145735
	ENSMUST00000021921
	ENSMUST00000021133
	ENSMUST00000115212
	ENSMUST00000027921
	ENSMUST00000171751
	ENSMUST00000034094
	ENSMUST00000054538
	ENSMUST00000006544
	ENSMUST00000061450
	ENSMUST00000034843
	ENSMUST00000099373
	ENSMUST00000017572
	ENSMUST00000030895
	ENSMUST00000042844
	ENSMUST00000022597
	ENSMUST00000039763
	ENSMUST00000145353
	ENSMUST00000056045
	ENSMUST00000043138
	ENSMUST00000031524
	ENSMUST00000114791
	ENSMUST00000180290
	ENSMUST00000031434
	ENSMUST00000062904
	ENSMUST00000020877
	ENSMUST00000109725
	ENSMUST00000048248
	ENSMUST00000020692
	ENSMUST00000022629
	ENSMUST00000114993
	ENSMUST00000088295
	ENSMUST00000203078
	ENSMUST00000115272
	ENSMUST00000015346
	ENSMUST00000054776
	ENSMUST00000117268
	ENSMUST00000029610
	ENSMUST00000102645
	ENSMUST00000055349
	ENSMUST00000025474
	ENSMUST00000054462
	ENSMUST00000026270
	ENSMUST00000093380
	ENSMUST00000065938
	ENSMUST00000162686
	ENSMUST00000092584
	ENSMUST00000073120
	ENSMUST00000033598
	ENSMUST00000032898
	ENSMUST00000088788
	ENSMUST00000021796
	ENSMUST00000025170
	ENSMUST00000120779
	ENSMUST00000051091
	ENSMUST00000091374
	ENSMUST00000099554
	ENSMUST00000023087
	ENSMUST00000173099
	ENSMUST00000009707
	ENSMUST00000021611
	ENSMUST00000022344
	ENSMUST00000077271
	ENSMUST00000021381
	ENSMUST00000076316
	ENSMUST00000106027
	ENSMUST00000038942
	ENSMUST00000031977
	ENSMUST00000087366
	ENSMUST00000029005
	ENSMUST00000089473
	ENSMUST00000045517
	ENSMUST00000171284
	ENSMUST00000168846
	ENSMUST00000023040
	ENSMUST00000115099
	ENSMUST00000029545
	ENSMUST00000087216
	ENSMUST00000081339
	ENSMUST00000212459
	ENSMUST00000026743
	ENSMUST00000046515
	ENSMUST00000108345
	ENSMUST00000020012
	ENSMUST00000109349
	ENSMUST00000081989
	ENSMUST00000159335
	ENSMUST00000071056
	ENSMUST00000109510
	ENSMUST00000032071
	ENSMUST00000105851
	ENSMUST00000100202
	ENSMUST00000100414
	ENSMUST00000055688
	ENSMUST00000122092
	ENSMUST00000068944
	ENSMUST00000163402
	ENSMUST00000093955
	ENSMUST00000039990
	ENSMUST00000015749
	ENSMUST00000044672
	ENSMUST00000162178
	ENSMUST00000021963
	ENSMUST00000045702
	ENSMUST00000103123
	ENSMUST00000071898
	ENSMUST00000102992
	ENSMUST00000003386
	ENSMUST00000093321
	ENSMUST00000055226
	ENSMUST00000072837
	ENSMUST00000115397
	ENSMUST00000037526
	ENSMUST00000210309
	ENSMUST00000020497
	ENSMUST00000056654
	ENSMUST00000165418
	ENSMUST00000049152
	ENSMUST00000034815
	ENSMUST00000111417
	ENSMUST00000165032
	ENSMUST00000028915
	ENSMUST00000076698
	ENSMUST00000045586
	ENSMUST00000113606
	ENSMUST00000159086
	ENSMUST00000094657
	ENSMUST00000129820
	ENSMUST00000078156
	ENSMUST00000155676
	ENSMUST00000155998
	ENSMUST00000096246
	ENSMUST00000111266
	ENSMUST00000031367
	ENSMUST00000212923
	ENSMUST00000114878
	ENSMUST00000031513
	ENSMUST00000027768
	ENSMUST00000189268
	ENSMUST00000035214
	ENSMUST00000078286
	ENSMUST00000028225
	ENSMUST00000040313
	ENSMUST00000039867
	ENSMUST00000097772
	ENSMUST00000094782
	ENSMUST00000098990
	ENSMUST00000085314
	ENSMUST00000059515
	ENSMUST00000001675
	ENSMUST00000212681
	ENSMUST00000121799
	ENSMUST00000029676
	ENSMUST00000053109
	ENSMUST00000105350
	ENSMUST00000174672
	ENSMUST00000171561
	ENSMUST00000067936
	ENSMUST00000006353
	ENSMUST00000073115
	ENSMUST00000099547
	ENSMUST00000103224
	ENSMUST00000112588
	ENSMUST00000029652
	ENSMUST00000032372
	ENSMUST00000174548
	ENSMUST00000147337
	ENSMUST00000035340
	ENSMUST00000015858
	ENSMUST00000030032
	ENSMUST00000096495
	ENSMUST00000099706
	ENSMUST00000097715
	ENSMUST00000102568
	ENSMUST00000173078
	ENSMUST00000007207
	ENSMUST00000045174
	ENSMUST00000028599
	ENSMUST00000020756
	ENSMUST00000088717
	ENSMUST00000211939
	ENSMUST00000179852
	ENSMUST00000018905
	ENSMUST00000047898
	ENSMUST00000029199
	ENSMUST00000024978
	ENSMUST00000065086
	ENSMUST00000034738
	ENSMUST00000044207
	ENSMUST00000005406
	ENSMUST00000072080
	ENSMUST00000057495
	ENSMUST00000064347
	ENSMUST00000053959
	ENSMUST00000022855
	ENSMUST00000035850
	ENSMUST00000070673
	ENSMUST00000047978
	ENSMUST00000031646
	ENSMUST00000043589
	ENSMUST00000047040
	ENSMUST00000102758
	ENSMUST00000017090
	ENSMUST00000065698
	ENSMUST00000042312
	ENSMUST00000020109
	ENSMUST00000108322
	ENSMUST00000054098
	ENSMUST00000004208
	ENSMUST00000062356
	ENSMUST00000187994
	ENSMUST00000043680
	ENSMUST00000109910
	ENSMUST00000112294
	ENSMUST00000170217
	ENSMUST00000062125
	ENSMUST00000044721
	ENSMUST00000002979
	ENSMUST00000113820
	ENSMUST00000055244
	ENSMUST00000033020
	ENSMUST00000102763
	ENSMUST00000040853
	ENSMUST00000008748
	ENSMUST00000109102
	ENSMUST00000028977
	ENSMUST00000084985
	ENSMUST00000114694
	ENSMUST00000034377
	ENSMUST00000162733
	ENSMUST00000043937
	ENSMUST00000143119
	ENSMUST00000197679
	ENSMUST00000050063
	ENSMUST00000090006
	ENSMUST00000057337
	ENSMUST00000162003
	ENSMUST00000040700
	ENSMUST00000109686
	ENSMUST00000179592
	ENSMUST00000080880
	ENSMUST00000074669
	ENSMUST00000109786
	ENSMUST00000061179
	ENSMUST00000026425
	ENSMUST00000114551
	ENSMUST00000066489
	ENSMUST00000077196
	ENSMUST00000043235
	ENSMUST00000029142
	ENSMUST00000038406
	ENSMUST00000109790
	ENSMUST00000130216
	ENSMUST00000108623
	ENSMUST00000020334
	ENSMUST00000105336
	ENSMUST00000052457
	ENSMUST00000034591
	ENSMUST00000081064
	ENSMUST00000025631
	ENSMUST00000056931
	ENSMUST00000080001
	ENSMUST00000072581
	ENSMUST00000021338
	ENSMUST00000022282
	ENSMUST00000037198
	ENSMUST00000171183
	ENSMUST00000028279
	ENSMUST00000002284
	ENSMUST00000163119
	ENSMUST00000097281
	ENSMUST00000039630
	ENSMUST00000149441
	ENSMUST00000060092
	ENSMUST00000035871
	ENSMUST00000054591
	ENSMUST00000034859
	ENSMUST00000154679
	ENSMUST00000200527
	ENSMUST00000058884
	ENSMUST00000075578
	ENSMUST00000019939
	ENSMUST00000062525
	ENSMUST00000151288
	ENSMUST00000112693
	ENSMUST00000030446
	ENSMUST00000030289
	ENSMUST00000182625
	ENSMUST00000047923
	ENSMUST00000120524
	ENSMUST00000097442
	ENSMUST00000005532
	ENSMUST00000206151
	ENSMUST00000001592
	ENSMUST00000161758
	ENSMUST00000029158
	ENSMUST00000080058
	ENSMUST00000048192
	ENSMUST00000153735
	ENSMUST00000051950
	ENSMUST00000035010
	ENSMUST00000068031
	ENSMUST00000020523
	ENSMUST00000022469
	ENSMUST00000064393
	ENSMUST00000203528
	ENSMUST00000169622
	ENSMUST00000037928
	ENSMUST00000027797
	ENSMUST00000169826
	ENSMUST00000112696
	ENSMUST00000021203
	ENSMUST00000095476
	ENSMUST00000042070
	ENSMUST00000028137
	ENSMUST00000102689
	ENSMUST00000036996
	ENSMUST00000174664
	ENSMUST00000000171
	ENSMUST00000036759
	ENSMUST00000117766
	ENSMUST00000115453
	ENSMUST00000026506
	ENSMUST00000031131
	ENSMUST00000064595
	ENSMUST00000064795
	ENSMUST00000143467
	ENSMUST00000038275
	ENSMUST00000106251
	ENSMUST00000021246
	ENSMUST00000031250
	ENSMUST00000029105
	ENSMUST00000044660
	ENSMUST00000111757
	ENSMUST00000043089
	ENSMUST00000217461
	ENSMUST00000023100
	ENSMUST00000138134
	ENSMUST00000025779
	ENSMUST00000033282
	ENSMUST00000021920
	ENSMUST00000019882
	ENSMUST00000032492
	ENSMUST00000107898
	ENSMUST00000209984
	ENSMUST00000048678
	ENSMUST00000025617
	ENSMUST00000023693
	ENSMUST00000053024
	ENSMUST00000062181
	ENSMUST00000050646
	ENSMUST00000168645
	ENSMUST00000061859
	ENSMUST00000183096
	ENSMUST00000020085
	ENSMUST00000173393
	ENSMUST00000093454
	ENSMUST00000021271
	ENSMUST00000114729
	ENSMUST00000028199
	ENSMUST00000075540
	ENSMUST00000028162
	ENSMUST00000043551
	ENSMUST00000171904
	ENSMUST00000075896
	ENSMUST00000110030
	ENSMUST00000025684
	ENSMUST00000034761
	ENSMUST00000046792
	ENSMUST00000041139
	ENSMUST00000057935
	ENSMUST00000101547
	ENSMUST00000032398
	ENSMUST00000074043
	ENSMUST00000053230
	ENSMUST00000046389
	ENSMUST00000020551
	ENSMUST00000025547
	ENSMUST00000022499
	ENSMUST00000051226
	ENSMUST00000097958
	ENSMUST00000003152
	ENSMUST00000025930
	ENSMUST00000107801
	ENSMUST00000111285
	ENSMUST00000027401
	ENSMUST00000096109
	ENSMUST00000006565
	ENSMUST00000031779
	ENSMUST00000076813
	ENSMUST00000029912
	ENSMUST00000179909
	ENSMUST00000106113
	ENSMUST00000044954
	ENSMUST00000023231
	ENSMUST00000079719
	ENSMUST00000035116
	ENSMUST00000110092
	ENSMUST00000106439
	ENSMUST00000022378
	ENSMUST00000033335
	ENSMUST00000177068
	ENSMUST00000069579
	ENSMUST00000075829
	ENSMUST00000152594
	ENSMUST00000065304
	ENSMUST00000041388
	ENSMUST00000036381
	ENSMUST00000103018
	ENSMUST00000039373
	ENSMUST00000113864
	ENSMUST00000048363
	ENSMUST00000061444
	ENSMUST00000053287
	ENSMUST00000040010
	ENSMUST00000029722
	ENSMUST00000059078
	ENSMUST00000160147
	ENSMUST00000021411
	ENSMUST00000005952
	ENSMUST00000094762
	ENSMUST00000102744
	ENSMUST00000035121
	ENSMUST00000033929
	ENSMUST00000093802
	ENSMUST00000054294
	ENSMUST00000051064
	ENSMUST00000115390
	ENSMUST00000170141
	ENSMUST00000039303
	ENSMUST00000097999
	ENSMUST00000032749
	ENSMUST00000061437
	ENSMUST00000037633
	ENSMUST00000015239
	ENSMUST00000110617
	ENSMUST00000112913
	ENSMUST00000025773
	ENSMUST00000159704
	ENSMUST00000070801
	ENSMUST00000043865
	ENSMUST00000000348
	ENSMUST00000082026
	ENSMUST00000095063
	ENSMUST00000213154
	ENSMUST00000055195
	ENSMUST00000039742
	ENSMUST00000037489
	ENSMUST00000154111
	ENSMUST00000022087
	ENSMUST00000186075
	ENSMUST00000094897
	ENSMUST00000120056
	ENSMUST00000067760
	ENSMUST00000051484
	ENSMUST00000169390
	ENSMUST00000114937
	ENSMUST00000089377
	ENSMUST00000020238
	ENSMUST00000115749
	ENSMUST00000113973
	ENSMUST00000050867
	ENSMUST00000053819
	ENSMUST00000072697
	ENSMUST00000015236
	ENSMUST00000171788
	ENSMUST00000001975
	ENSMUST00000036880
	ENSMUST00000100203
	ENSMUST00000063401
	ENSMUST00000049642
	ENSMUST00000031793
	ENSMUST00000151524
	ENSMUST00000034326
	ENSMUST00000114848
	ENSMUST00000109035
	ENSMUST00000105569
	ENSMUST00000047906
	ENSMUST00000107353
	ENSMUST00000039655
	ENSMUST00000066296
	ENSMUST00000102731
	ENSMUST00000000793
	ENSMUST00000023071
	ENSMUST00000167180
	ENSMUST00000029440
	ENSMUST00000075872
	ENSMUST00000032735
	ENSMUST00000030393
	ENSMUST00000060710
	ENSMUST00000146451
	ENSMUST00000146590
	ENSMUST00000023561
	ENSMUST00000024709
	ENSMUST00000108777
	ENSMUST00000112173
	ENSMUST00000019950
	ENSMUST00000154647
	ENSMUST00000037025
	ENSMUST00000002881
	ENSMUST00000028392
	ENSMUST00000002275
	ENSMUST00000045607
	ENSMUST00000112220
	ENSMUST00000022601
	ENSMUST00000051558
	ENSMUST00000026624
	ENSMUST00000025823
	ENSMUST00000102738
	ENSMUST00000018466
	ENSMUST00000046207
	ENSMUST00000180095
	ENSMUST00000102948
	ENSMUST00000013931
	ENSMUST00000155571
	ENSMUST00000035785
	ENSMUST00000065134
	ENSMUST00000073261
	ENSMUST00000035237
	ENSMUST00000064667
	ENSMUST00000163139
	ENSMUST00000114985
	ENSMUST00000035078
	ENSMUST00000044423
	ENSMUST00000032501
	ENSMUST00000053218
	ENSMUST00000029179
	ENSMUST00000042724
	ENSMUST00000098470
	ENSMUST00000124888
	ENSMUST00000110357
	ENSMUST00000030841
	ENSMUST00000121142
	ENSMUST00000032078
	ENSMUST00000057792
	ENSMUST00000111333
	ENSMUST00000048731
	ENSMUST00000039571
	ENSMUST00000059619
	ENSMUST00000035055
	ENSMUST00000030117
	ENSMUST00000025093
	ENSMUST00000040117
	ENSMUST00000025019
	ENSMUST00000167220
	ENSMUST00000033797
	ENSMUST00000096240
	ENSMUST00000039205
	ENSMUST00000021207
	ENSMUST00000000349
	ENSMUST00000022470
	ENSMUST00000103118
	ENSMUST00000052509
	ENSMUST00000028769
	ENSMUST00000202421
	ENSMUST00000023225
	ENSMUST00000087031
	ENSMUST00000081567
	ENSMUST00000112320
	ENSMUST00000037843
	ENSMUST00000034361
	ENSMUST00000031117
	ENSMUST00000047247
	ENSMUST00000097043
	ENSMUST00000109556
	ENSMUST00000025505
	ENSMUST00000116412
	ENSMUST00000020358
	ENSMUST00000038096
	ENSMUST00000090300
	ENSMUST00000102687
	ENSMUST00000099498
	ENSMUST00000037977
	ENSMUST00000179285
	ENSMUST00000027637
	ENSMUST00000211496
	ENSMUST00000020579
	ENSMUST00000031750
	ENSMUST00000102759
	ENSMUST00000020484
	ENSMUST00000037968
	ENSMUST00000045467
	ENSMUST00000069792
	ENSMUST00000093791
	ENSMUST00000049053
	ENSMUST00000209034
	ENSMUST00000138166
	ENSMUST00000139836
	ENSMUST00000000365
	ENSMUST00000022680
	ENSMUST00000027952
	ENSMUST00000140299
	ENSMUST00000211933
	ENSMUST00000020886
	ENSMUST00000078079
	ENSMUST00000047328
	ENSMUST00000121783
	ENSMUST00000053686
	ENSMUST00000113669
	ENSMUST00000029002
	ENSMUST00000110457
	ENSMUST00000031486
	ENSMUST00000061772
	ENSMUST00000066496
	ENSMUST00000034400
	ENSMUST00000060232
	ENSMUST00000113235
	ENSMUST00000164416
	ENSMUST00000037315
	ENSMUST00000075588
	ENSMUST00000030404
	ENSMUST00000128187
	ENSMUST00000045540
	ENSMUST00000213382
	ENSMUST00000018470
	ENSMUST00000166395
	ENSMUST00000037947
	ENSMUST00000102503
	ENSMUST00000038738
	ENSMUST00000020830
	ENSMUST00000106752
	ENSMUST00000078849
	ENSMUST00000032585
	ENSMUST00000022544
	ENSMUST00000170202
	ENSMUST00000021806
	ENSMUST00000118316
	ENSMUST00000160719
	ENSMUST00000067458
	ENSMUST00000002291
	ENSMUST00000125366
	ENSMUST00000065928
	ENSMUST00000041374
	ENSMUST00000041905
	ENSMUST00000112691
	ENSMUST00000002683
	ENSMUST00000172387
	ENSMUST00000182533
	ENSMUST00000000707
	ENSMUST00000102584
	ENSMUST00000165335
	ENSMUST00000004326
	ENSMUST00000106406
	ENSMUST00000030914
	ENSMUST00000021929
	ENSMUST00000120389
	ENSMUST00000102960
	ENSMUST00000206561
	ENSMUST00000020049
	ENSMUST00000021645
	ENSMUST00000020927
	ENSMUST00000075249
	ENSMUST00000031492
	ENSMUST00000056888
	ENSMUST00000075666
	ENSMUST00000110725
	ENSMUST00000030896
	ENSMUST00000024575
	ENSMUST00000018353
	ENSMUST00000108378
	ENSMUST00000032196
	ENSMUST00000037739
	ENSMUST00000021001
	ENSMUST00000075845
	ENSMUST00000006462
	ENSMUST00000027027
	ENSMUST00000099087
	ENSMUST00000049352
	ENSMUST00000102972
	ENSMUST00000025704
	ENSMUST00000115660
	ENSMUST00000022614
	ENSMUST00000169453
	ENSMUST00000029925
	ENSMUST00000023491
	ENSMUST00000049150
	ENSMUST00000052650
	ENSMUST00000038791
	ENSMUST00000040676
	ENSMUST00000035043
	ENSMUST00000073466
	ENSMUST00000043464
	ENSMUST00000084535
	ENSMUST00000003529
	ENSMUST00000195112
	ENSMUST00000067563
	ENSMUST00000113132
	ENSMUST00000111214
	ENSMUST00000088737
	ENSMUST00000195015
	ENSMUST00000187048
	ENSMUST00000010195
	ENSMUST00000168553
	ENSMUST00000044106
	ENSMUST00000107010
	ENSMUST00000058470
	ENSMUST00000100399
	ENSMUST00000134661
	ENSMUST00000057015
	ENSMUST00000211214
	ENSMUST00000096321
	ENSMUST00000114159
	ENSMUST00000128302
	ENSMUST00000032555
	ENSMUST00000033519
	ENSMUST00000031091
	ENSMUST00000167918
	ENSMUST00000036561
	ENSMUST00000087341
	ENSMUST00000124899
	ENSMUST00000022230
	ENSMUST00000015855
	ENSMUST00000018653
	ENSMUST00000026899
	ENSMUST00000060711
	ENSMUST00000169701
	ENSMUST00000110455
	ENSMUST00000055738
	ENSMUST00000170518
	ENSMUST00000035565
	ENSMUST00000065977
	ENSMUST00000028005
	ENSMUST00000037958
	ENSMUST00000022971
	ENSMUST00000056032
	ENSMUST00000046122
	ENSMUST00000194563
	ENSMUST00000159759
	ENSMUST00000120531
	ENSMUST00000108872
	ENSMUST00000099720
	ENSMUST00000025406
	ENSMUST00000034458
	ENSMUST00000085635
	ENSMUST00000147712
	ENSMUST00000113092
	ENSMUST00000004054
	ENSMUST00000126879
	ENSMUST00000040992
	ENSMUST00000040154
	ENSMUST00000053657
	ENSMUST00000023362
	ENSMUST00000034960
	ENSMUST00000026662
	ENSMUST00000015511
	ENSMUST00000057669
	ENSMUST00000038356
	ENSMUST00000166411
	ENSMUST00000033811
	ENSMUST00000098106
	ENSMUST00000118466
	ENSMUST00000092973
	ENSMUST00000049295
	ENSMUST00000107359
	ENSMUST00000040729
	ENSMUST00000062389
	ENSMUST00000040580
	ENSMUST00000067496
	ENSMUST00000108249
	ENSMUST00000021425
	ENSMUST00000169862
	ENSMUST00000025695
	ENSMUST00000038830
	ENSMUST00000032157
	ENSMUST00000026188
	ENSMUST00000058098
	ENSMUST00000209204
	ENSMUST00000004470
	ENSMUST00000210781
	ENSMUST00000029480
	ENSMUST00000016901
	ENSMUST00000102588
	ENSMUST00000027146
	ENSMUST00000029453
	ENSMUST00000030427
	ENSMUST00000163605
	ENSMUST00000022496
	ENSMUST00000144826
	ENSMUST00000089302
	ENSMUST00000067215
	ENSMUST00000086471
	ENSMUST00000102540
	ENSMUST00000121469
	ENSMUST00000044048
	ENSMUST00000036647
	ENSMUST00000119161
	ENSMUST00000018212
	ENSMUST00000022462
	ENSMUST00000177588
	ENSMUST00000026816
	ENSMUST00000049091
	ENSMUST00000027580
	ENSMUST00000163595
	ENSMUST00000048642
	ENSMUST00000052622
	ENSMUST00000168434
	ENSMUST00000031838
	ENSMUST00000025561
	ENSMUST00000049074
	ENSMUST00000031029
	ENSMUST00000179297
	ENSMUST00000041761
	ENSMUST00000029175
	ENSMUST00000003513
	ENSMUST00000102545
	ENSMUST00000072079
	ENSMUST00000007042
	ENSMUST00000061262
	ENSMUST00000086199
	ENSMUST00000067327
	ENSMUST00000165536
	ENSMUST00000111329
	ENSMUST00000027139
	ENSMUST00000031391
	ENSMUST00000031628
	ENSMUST00000097709
	ENSMUST00000026858
	ENSMUST00000112944
	ENSMUST00000117440
	ENSMUST00000049460
	ENSMUST00000017904
	ENSMUST00000107618
	ENSMUST00000160708
	ENSMUST00000068054
	ENSMUST00000022517
	ENSMUST00000109267
	ENSMUST00000112932
	ENSMUST00000062831
	ENSMUST00000064139
	ENSMUST00000044844
	ENSMUST00000206570
	ENSMUST00000030456
	ENSMUST00000005067
	ENSMUST00000053640
	ENSMUST00000023151
	ENSMUST00000028157
	ENSMUST00000026839
	ENSMUST00000119698
	ENSMUST00000042771
	ENSMUST00000066807
	ENSMUST00000023550
	ENSMUST00000205266
	ENSMUST00000093813
	ENSMUST00000025393
	ENSMUST00000092048
	ENSMUST00000072391
	ENSMUST00000064652
	ENSMUST00000077175
	ENSMUST00000053469
	ENSMUST00000168218
	ENSMUST00000049887
	ENSMUST00000101509
	ENSMUST00000037064
	ENSMUST00000067976
	ENSMUST00000040077
	ENSMUST00000001185
	ENSMUST00000070726
	ENSMUST00000179556
	ENSMUST00000034630
	ENSMUST00000023869
	ENSMUST00000048393
	ENSMUST00000020273
	ENSMUST00000165117
	ENSMUST00000062789
	ENSMUST00000033965
	ENSMUST00000098090
	ENSMUST00000030547
	ENSMUST00000025915
	ENSMUST00000018821
	ENSMUST00000030158
	ENSMUST00000090413
	ENSMUST00000057023
	ENSMUST00000100335
	ENSMUST00000027495
	ENSMUST00000154032
	ENSMUST00000033992
	ENSMUST00000077693
	ENSMUST00000079625
	ENSMUST00000110648
	ENSMUST00000081503
	ENSMUST00000107425
	ENSMUST00000102826
	ENSMUST00000030860
	ENSMUST00000101801
	ENSMUST00000041859
	ENSMUST00000029803
	ENSMUST00000102855
	ENSMUST00000035661
	ENSMUST00000171808
	ENSMUST00000023453
	ENSMUST00000002790
	ENSMUST00000087916
	ENSMUST00000034848
	ENSMUST00000109587
	ENSMUST00000156291
	ENSMUST00000017153
	ENSMUST00000029128
	ENSMUST00000169309
	ENSMUST00000017900
	ENSMUST00000055241
	ENSMUST00000109553
	ENSMUST00000022204
	ENSMUST00000174302
	ENSMUST00000024869
	ENSMUST00000119953
	ENSMUST00000031739
	ENSMUST00000116403
	ENSMUST00000028237
	ENSMUST00000204778
	ENSMUST00000044220
	ENSMUST00000068237
	ENSMUST00000003310
	ENSMUST00000058437
	ENSMUST00000024749
	ENSMUST00000022345
	ENSMUST00000018795
	ENSMUST00000053871
	ENSMUST00000119781
	ENSMUST00000022704
	ENSMUST00000112747
	ENSMUST00000162183
	ENSMUST00000064900
	ENSMUST00000108068
	ENSMUST00000026613
	ENSMUST00000102985
	ENSMUST00000102981
	ENSMUST00000084885
	ENSMUST00000116468
	ENSMUST00000003461
	ENSMUST00000026710
	ENSMUST00000030734
	ENSMUST00000063117
	ENSMUST00000150268
	ENSMUST00000137467
	ENSMUST00000020695
	ENSMUST00000165306
	ENSMUST00000048391
	ENSMUST00000006301
	ENSMUST00000160289
	ENSMUST00000029422
	ENSMUST00000053317
	ENSMUST00000042657
	ENSMUST00000093801
	ENSMUST00000056096
	ENSMUST00000105827
	ENSMUST00000110199
	ENSMUST00000102823
	ENSMUST00000078090
	ENSMUST00000074733
	ENSMUST00000038608
	ENSMUST00000029024
	ENSMUST00000085177
	ENSMUST00000085585
	ENSMUST00000067908
	ENSMUST00000113821
	ENSMUST00000028105
	ENSMUST00000075843
	ENSMUST00000117449
	ENSMUST00000027475
	ENSMUST00000146409
	ENSMUST00000085720
	ENSMUST00000123572
	ENSMUST00000061611
	ENSMUST00000084215
	ENSMUST00000090827
	ENSMUST00000008812
	ENSMUST00000021554
	ENSMUST00000078053
	ENSMUST00000134077
	ENSMUST00000031002
	ENSMUST00000054212
	ENSMUST00000101070
	ENSMUST00000102743
	ENSMUST00000147147
	ENSMUST00000103102
	ENSMUST00000036273
	ENSMUST00000107885
	ENSMUST00000066264
